x,y,z
0.0,27.084560169145476,7.2572860246746815
0.0,26.508479241860226,6.609306187782927
0.0,27.16543740621236,6.271635395106954
0.0,28.96295045772798,6.156265165113857
0.0,28.16288389311348,5.474310077353074
0.0,33.562248222656045,5.917929894888988
0.0,44.939819497078766,7.117768159330507
0.0,48.80041042758458,6.858450415312038
0.0,56.088783029251104,6.886836595824884
0.0,60.357533829900504,6.343832435713888
0.0,65.27067661897117,5.7104442648265605
0.0,75.60537936919208,5.286843145067269
0.0,70.27356036067937,3.6828812408159672
0.0,64.4307266179211,2.2499705524102445
0.0,67.77967525465176,1.1830986323834403
0.0,78.07,4.780408780471693e-15
0.0,75.27853296832471,-1.3139916806630731
0.0,77.67265507592413,-2.712388883718357
0.0,76.86451529005954,-4.02829855201937
0.0,75.3958909186375,-5.2721942855809925
0.0,75.25254749385047,-6.583744807158103
0.0,76.22015806102448,-8.01106142483295
0.0,74.6196196803946,-9.16213723719898
0.0,74.44835340799126,-10.463033730177715
0.0,78.65949944499677,-12.458440795804
0.0,78.34145675212115,-13.813712533404304
0.0,80.52287785821187,-15.65206189073797
0.0,73.3806330070501,-15.59753504514829
0.0,73.36032217768037,-16.936564881549582
0.0,71.50109206927817,-17.827224486739517
0.0,72.87910359351021,-19.5278969529852
0.0,72.9597627217184,-20.92087530651023
0.0,71.96193288621842,-22.000970780385934
0.0,74.36310900911806,-24.16203879017713
0.0,71.38665245774843,-24.58039566151531
0.0,72.61004880812715,-26.42789647477442
0.0,67.3298203589782,-25.845496521207057
0.0,65.58898587205454,-26.499670418241617
0.0,67.42698051539126,-28.62105516183929
0.0,64.76123749228398,-28.833560627643465
0.0,64.71943907228717,-30.17917007090334
0.0,64.6232919289101,-31.518885454134676
0.0,64.1435596763206,-32.682776076249965
0.0,65.53237034198956,-34.844179389968794
0.0,62.6927406077519,-34.75115357925744
0.0,62.48373288304726,-36.07499999999999
0.8559839014996551,58.2750874282059,15.617141181486103
0.9254072888258026,63.00140758318264,15.710407900242433
0.7630106267640032,51.94549909808133,11.994390217614878
0.49819572417572733,33.91699228435847,7.210377437559898
0.5266386899055115,35.85337953617094,6.970252601105186
0.5133031995620391,34.94550397413952,6.162773825399361
0.5204618180767245,35.43286024226279,5.612868605643486
0.6738009029789411,45.87213201265759,6.447889767479843
0.8012959723983967,54.55195216355905,6.699157806980957
0.8957850842168371,60.98473815706451,6.410730652205186
1.0198958433291159,69.43415563486734,6.075626826939248
1.1118388770747303,75.6936055153536,5.293818792441681
0.9948159423042728,67.72672466291458,3.5499479119588893
0.9080964710550644,61.82289310729571,2.1592318609837418
0.9443410582131454,64.29041204279903,1.122364257981694
1.0076365965923817,68.59955036468,4.201150844474995e-15
1.0463962650951446,71.23829516669039,-1.2436584827208206
1.0211131645595735,69.51703044245292,-2.427957985592976
1.0326550272393311,70.30279645460436,-3.68497467906566
1.0832700826315134,73.74865188832842,-5.157793668640627
1.1111904934851005,75.64946378522701,-6.619478661684643
1.0471030928991532,71.28641575868181,-7.493645531658067
1.0770922212209848,73.32806522403818,-9.004925784206339
1.1093790822195904,75.52614353389858,-10.616124141233785
1.0342510487422087,70.41145304552218,-11.153777357368472
1.049892343088431,71.47630694513349,-12.605121216842472
1.0792272741945412,73.47341889071329,-14.283961393888143
1.0912037834021988,74.2887754878855,-15.792972034516982
1.0343287341054417,70.41674183813424,-16.259462207974547
1.0036408277179132,68.3275198041816,-17.038559107084605
0.9881975236736158,67.27614501572461,-18.0293346818416
1.0086961963781076,68.6716875509564,-19.694289073124583
0.9644503523055846,65.65944581703629,-20.077164963310327
1.0045522189427118,68.38956700298219,-22.224502235446213
0.9927316667442995,67.58482790496255,-23.27486736214211
0.9682598190569662,65.91879299354588,-23.996133255728914
0.9808829521878547,66.77817152336593,-25.637643110470783
0.9614984423289725,65.45848080862211,-26.45097156109755
0.9526796034846294,64.85809731569779,-27.534822624639112
0.9037509234450206,61.52704973167257,-27.39778027758589
0.9184199633528645,62.525712885991,-29.160660060108253
0.9251938983992668,62.98688003688075,-30.725433678446443
0.9132519231322479,62.173874498421696,-31.68399697682297
0.9077149325265467,61.79691809647174,-32.863009395012334
0.9096863837273224,61.93113381114157,-34.334217305845584
0.9069797300203823,61.746865764588975,-35.65499999999999
0.8294775604810368,52.234407275344466,14.004698530497397
0.9764391891276033,61.488971750989705,15.340267399974941
0.7592569126476383,47.81242638903678,11.045096768283768
0.5128941697781435,32.29830947784114,6.869402264618772
0.5100451018555548,32.11889609607671,6.247086508628081
0.5490513180588052,34.57522123433498,6.100260481439266
0.6812287664209219,42.898786571483676,6.798641850648436
0.738799097598399,46.52414338518321,6.542527476132688
0.8140602416562654,51.26353771966906,6.298207667178022
0.946050712834981,59.57532860647179,6.265436088263148
1.0088260784084664,63.52846027446106,5.561407944728066
1.1656788588329914,73.405896874691,5.136169161779957
1.0272987571172802,64.6917339651721,3.3924166836676277
0.9706666551291556,61.12545993795063,2.1358491981930663
1.0507668327682693,66.16958108235205,1.1556983542769053
1.1291671475361484,71.10665734240867,4.35668098796671e-15
1.1459737339553673,72.16501277208496,-1.2604127929006126
1.1819293977160892,74.42923651268106,-2.6007104942703547
1.1788102677319239,74.2328166048982,-3.8927484253501463
1.171378225791838,73.76480116472071,-5.1612814923278325
1.1591776848285338,72.99650066327354,-6.390259058258302
1.1212452892859037,70.60779686692955,-7.425702030534094
1.1144497309826003,70.1798624935485,-8.622256045914176
1.1500812159593883,72.42367183424182,-10.184687528257584
1.095514921425638,68.98748719468462,-10.933204761661747
1.11576355241156,70.26259732192354,-12.396743403642155
1.1032802111609772,69.476488134519,-13.513093052566902
1.0644416834651118,67.03072278739609,-14.256504639373741
1.051052797406517,66.18758903590286,-15.28992316375249
1.0380344699430963,65.36779034433395,-16.307954982373605
1.0807275552377213,68.05628743137655,-18.24674267972772
1.0494222698908187,66.08491038323473,-18.961093706651365
1.0468943003638367,65.92571742113041,-20.167800191774376
1.031187198535677,64.9365994592996,-21.1120410556964
1.0214312617939194,64.32224218503417,-22.161424273898636
0.9902326128169571,62.35758031261645,-22.710137516824403
1.0353518496300465,65.1988586110684,-25.04275231422558
0.9926485831131908,62.509720385393614,-25.270960791837425
1.0250873848119229,64.5524779718352,-27.41760328609233
1.009363302902512,63.56229072914388,-28.3170050909372
0.9734628699497573,61.301545019364966,-28.602803954610533
0.9802270149769521,61.72750121523249,-30.124865207345405
0.9493919624744813,59.785735979489864,-30.48092215251317
0.9682696158299711,60.974512000388586,-32.440484988505034
0.9505311201072733,59.85747176425005,-33.19976279446916
0.92785918101327,58.429759482713244,-33.75499999999999
0.13746346150334066,55.73470694096663,14.954564426023648
0.1520420594005824,61.64561499265434,15.391070998050871
0.12121804111270226,49.14798393324555,11.362277754908616
0.07793717129919797,31.599709149352034,6.725943197954519
0.07666705457463671,31.084738970003524,6.050553243390239
0.07655162492413435,31.03793789521107,5.480336487168324
0.09801288090066819,39.739426998976384,6.3027445964709035
0.11368360541005536,46.09313894927594,6.486858235748661
0.12985980200409664,52.65179509490517,6.473699521681434
0.14469291964645337,58.665898448453724,6.174496325220289
0.156689213420068,63.52980854163806,5.565765731865449
0.16990217342080724,68.88701725303093,4.823660159406276
0.1579330550374874,64.0341254507984,3.3604917503594316
0.14618898284762952,59.272478867503416,2.072681109161539
0.14753638214634182,59.818783348890044,1.045573669657647
0.16290340078100277,66.04935742866752,4.049906964780297e-15
0.1631741058423737,66.15911508425062,-1.1563964505344033
0.16218878733507847,65.75961664555987,-2.2995278377277732
0.16137654167590015,65.4302907775562,-3.433762089099531
0.16641322061881816,67.47241762180457,-4.724605966689609
0.17786409459474994,72.11518667684534,-6.317919791777745
0.16583224411824773,67.23686008058773,-7.0765769632201305
0.17354569548702603,70.3642871571408,-8.65150468833141
0.16195218620956184,65.66368646710839,-9.24109390374834
0.16615238931535453,67.36666329188598,-10.684473962247779
0.17187731755779972,69.68784154799292,-12.304709869478682
0.16982320761029587,68.85500048101693,-13.402423835248506
0.1747864537173667,70.86735390372458,-15.083993168828423
0.1721195388755297,69.78605043936588,-16.133489617541983
0.16712199330214914,67.75979026149511,-16.91759815928477
0.16579834946638647,67.22311745787408,-18.03709925319468
0.16019154522585272,64.9498327042094,-18.649623494578154
0.16018987064061424,64.94915374184008,-19.884199638193323
0.15881882535398018,64.39326196945456,-20.95135221862143
0.16194618135163275,65.66125179106255,-22.640009460950658
0.16111033859735188,65.32235845570564,-23.808022176899797
0.16091318684609227,65.24242306808203,-25.078589109180115
0.15284549601879663,61.971369225612634,-25.072419297327
0.15870480759597033,64.34703334797764,-27.351178994249153
0.151407242874726,61.388227955816,-27.369308712570586
0.15411412837230398,62.485737565135665,-29.177564790577886
0.15542651889153117,63.01784769957639,-30.77803821606113
0.15559408371940922,63.08578703758855,-32.18792643153387
0.1548826805743252,62.79734787437733,-33.43576470161112
0.1489195707792889,60.37959865397757,-33.514889047629275
0.14440600739092246,58.54956956872886,-33.84999999999999
-0.7258378890265194,54.817661116091365,14.724215475882405
-0.8393421477801223,63.38987549846955,15.84346494282225
-0.6576650392994129,49.66902361706132,11.494998876971497
-0.4208061472595403,31.78066221781199,6.771683769934426
-0.4224327489640315,31.903508520486056,6.216557069367833
-0.41716737998454867,31.505850563065863,5.568897057778458
-0.5044916959784423,38.100869690226425,6.04932076310573
-0.6257543384677489,47.259022691767626,6.658041149929543
-0.680159236591799,51.36785927016605,6.322581535859052
-0.7955365514824183,60.08153300334787,6.330243735489094
-0.8617457285034535,65.0818674906838,5.707829592544131
-1.002074316528652,75.67994331389819,5.30497982824074
-0.9030280154383967,68.19964137588572,3.582919564391944
-0.8095958001111043,61.14333363200867,2.1403861327643914
-0.8291155952877355,62.61753266904597,1.0956620761326503
-0.8954174564500047,67.62486696711349,4.150940325709954e-15
-0.9086198304523128,68.62195360991339,-1.2007255628851032
-0.9574430683524932,72.30924487737795,-2.5312604958323783
-0.9601432843085146,72.51317405420278,-3.809534254923866
-0.9610953405338577,72.58507646700505,-5.0880371948965015
-0.9903036116532283,74.79098102533004,-6.55934119918876
-0.9265058285345933,69.97276292480393,-7.37239251426759
-0.9498368675997658,71.73479961687607,-8.829433929702926
-1.003378246318165,75.77842037386067,-10.675968574646612
-0.9398391977834751,70.97974275882885,-11.269538861498244
-0.9250006981821406,69.859090537562,-12.348121913895413
-0.9375725008468115,70.80855436207327,-13.797398455677955
-0.9680996197162222,73.11406263373205,-15.578822992974692
-0.9128802590510249,68.94371516943562,-15.955778284610332
-0.8975283342348751,67.78428738979726,-16.941790348844734
-0.8703930530741635,65.73494184109252,-17.65663525689397
-0.9063127789792327,68.44771750603859,-19.67499445821739
-0.8698077180115421,65.69073541485432,-20.132715587207645
-0.8847568563828285,66.81974343937864,-21.764066913827545
-0.9060817959305049,68.43027290762322,-23.619969605866697
-0.8897002979892793,67.19308838434017,-24.516003873583937
-0.8448228040680758,63.80379266045423,-24.551788223348524
-0.8465049711545609,63.93083544325972,-25.892807736907844
-0.8277621282945054,62.51531439677279,-26.600975227549746
-0.8277786123663993,62.51655932801785,-27.90213371499988
-0.8214598624798791,62.03934658507167,-29.00006512064679
-0.8249781032376404,62.305055681413336,-30.462410990372994
-0.8539610863917166,64.49394575272717,-32.941550661101516
-0.8135819816976148,61.44438315651007,-32.750336219943726
-0.7829187018229737,59.12859155856758,-32.85554796409426
-0.7736240137646297,58.426626191555066,-33.81499999999998
-0.9576801994576505,57.00370107190021,15.33244023187333
-1.1028070385215025,65.6420408393827,16.428915930173446
-0.9024533635031242,53.71645126796616,12.448791347389486
-0.5672432194458236,33.76384197424549,7.204140086835364
-0.5932472656673355,35.31167274104052,6.890112823047037
-0.556930921381725,33.15002625941385,5.8675719233655785
-0.5740984716077205,34.171885019544526,5.432968970847219
-0.7728227019783104,46.000485663270645,6.489641697767864
-0.9116465500836514,54.26365445753961,6.688189566074494
-1.0036755424921524,59.74146758991226,6.303066335039503
-1.115236827352839,66.38189529949331,5.829847632390853
-1.1760392527002372,70.00101917916884,4.913646010536197
-1.134007530594824,67.49917803868058,3.5509946310837477
-1.0231410738698437,60.90010836841848,2.1348022132919913
-1.0405099745580924,61.933952049577556,1.0851906322702802
-1.1539738057482358,68.68762443342585,4.2219698400605e-15
-1.192285874674559,70.96806181300097,-1.2434839586564477
-1.2014422647714709,71.51307477690861,-2.5068308481406274
-1.2262657703720303,72.99063659098003,-3.8398891095447736
-1.2780494718086763,76.07294176838977,-5.339858065112794
-1.2687923839370763,75.52193500211452,-6.632552023096792
-1.283140092383417,76.37594919579331,-8.058099233303397
-1.3678020578332337,81.41525707058696,-10.034721735979835
